sigla_da_torre;nome_da_torre;detentora;endereco;lat;lon;capacitado
8PS;RJPTS_0004;PESQUISANDO;RUA TEREZA, 608;-22.516925;-43.170475;NÃO
8PT;RJPTS_0005;PESQUISANDO;RUA DOUTOR SÁ EARP FILHO, 39;-22.511472;-43.176861;NÃO
8PU;RJPTS_0006;PESQUISANDO;RUA DOM JOSÉ PEREIRA ALVES, SN;-22.511833;-43.186083;NÃO
8PV;RJPTS_0007;PESQUISANDO;RUA LUIZ BLEZER, 95;-22.510694;-43.204;NÃO
8PW;RJPTS_0008;PESQUISANDO;RUA SILVA JARDIM, 43;-22.508111;-43.168972;NÃO
8PX;RJPTS_0009;PESQUISANDO;RODOVIA BR 040, 87000;-22.543306;-43.236722;NÃO
8PY;RJPTS_0010;PESQUISANDO;RUA MOSELA, 1854;-22.492806;-43.201694;NÃO
8PZ;RJPTS_0011;PESQUISANDO;RUA BRIGADEIRO CASTRIOTO, 1962;-22.492361;-43.156;NÃO
8QA;RJQUEA0046;PESQUISANDO;RUA SANTA VITORIA, SN;-22.735242;-43.543875;NÃO
8QB;RJQUEA0048;PESQUISANDO;RUA JOSE CARLOS RAMOS DA SILVA, 48;-22.706;-43.5624;NÃO
8QC;RJQUEA0001;PESQUISANDO;RUA VEREADOR JOSÉ VIRGILIO, 245;-22.724361;-43.548611;NÃO
8QD;RJQUEA0011;PESQUISANDO;RUA HORTÊNCIA, SN;-22.712014;-43.562722;NÃO
8QE;RJQUEA0007;PESQUISANDO;RUA TUNGARÉ, 10;-22.717083;-43.574083;NÃO
8QF;RJQUEA0008;PESQUISANDO;RUA HAWAI, 24;-22.688611;-43.596944;NÃO
8QG;RJQUEA0035;PESQUISANDO;RUA MARTA, 25;-22.738833;-43.559028;NÃO
8QH;RJQUEA0012;PESQUISANDO;RUA ISIDORO BLUVOL, 37;-22.715611;-43.585056;NÃO
8QI;RJQUEA0032;PESQUISANDO;RUA 23, SN;-22.725917;-43.562139;NÃO
8QJ;RJQUEA0033;PESQUISANDO;RODOVIA PRESIDENTE DUTRA, SN;-22.730806;-43.602278;NÃO
8QK;RJQUEA0017;PESQUISANDO;RUA DONA BERNARDINA, SN;-22.69275;-43.557611;NÃO
8QL;RJQUEA0019;PESQUISANDO;RUA RORAIMA, 20;-22.715861;-43.55625;NÃO
8QM;RJQUEA0020;PESQUISANDO;AVENIDA TINGUÁ, 456;-22.703111;-43.556444;NÃO
8QN;RJQUEA0034;PESQUISANDO;RUA PAULO CESAR, SN;-22.728694;-43.580194;NÃO
8QO;RJQUEA0049;PESQUISANDO;RUA PAULO GOMES, 645;-22.701708;-43.56095;NÃO
8R0;ENGENHEIRO PAULO DE FRONTIN - ESTRADA PICO DO LÍRIO;EMBRATEL;ESTRADA PICO DO LÍRIO, AO LADO DO 951 FAZENDA SÃO GERALDO;-22.546083;-43.70375;NÃO
8RA;RJRSD_0001;PESQUISANDO;RUA DROUTOR CUNHA FERREIRA, 70;-22.469361;-44.448889;NÃO
8RB;RJRSD_0002;PESQUISANDO;AVENIDA NOSSA SENHORA DE FÁTIMA, 226;-22.456611;-44.4345;NÃO
8RC;RJRSD_0003;PESQUISANDO;RUA EXISTENTE, 514;-22.459889;-44.399306;NÃO
8RD;RJRSD_0004;PESQUISANDO;AVENIDA PERIMETRAL NORTE, 208;-22.477806;-44.489583;NÃO
8RE;RJRSD_0008;PESQUISANDO;AVENIDA GENERAL AFONSECA, 1015;-22.476278;-44.461917;NÃO
8RF;RJRSD_0010;PESQUISANDO;RUA LUIZ DE CAMOES, SN;-22.454167;-44.444444;NÃO
8RG;RJRSD_0032;PESQUISANDO;RUA JOÃO HORÁCIO DA SILVA, SN;-22.474028;-44.434861;NÃO
8RH;RJRSD_0033;PESQUISANDO;RUA NICASIO ESTEVAN PENA, 5;-22.4765;-44.45025;NÃO
8RI;RJRSD_0034;PESQUISANDO;RUA JORGE PEDRO DE MOURA, 17;-22.481944;-44.451583;NÃO
8RJ;RJRSD_0038;PESQUISANDO;RUA DA LIBERDADE, 114;-22.486278;-44.502306;NÃO
8RK;RJRSD_0041;PESQUISANDO;RUA ALBINO DE ALMEIDA COM RUA ALFREDO WHATELY, SN;-22.463583;-44.448306;NÃO
8RL;RJRSD_0048;PESQUISANDO;RODOVIA PRESIDENTE DUTRA, SN;-22.456806;-44.386694;NÃO
8SA;RJSERP0020;PESQUISANDO;ESTRADA RIO SÃO PAULO, SN;-22.77;-43.675269;NÃO
8SB;RJSERP0023;PESQUISANDO;RUA RITA BATISTA, SN;-22.814806;-43.644861;NÃO
8SC;RJSERP0001;PESQUISANDO;RUA OSVALDO DANTAS MARTINS, SN;-22.710694;-43.719028;NÃO
8SD;RJSERP0002;PESQUISANDO;RUA IMBARIÊ , SN;-22.75175;-43.690528;NÃO
8SE;RJSERP0003;PESQUISANDO;ALAMEDA 4, SN;-22.815611;-43.631306;NÃO
8SF;RJSERP0004;PESQUISANDO;RUA DEOLINDA MARTINS, 2;-22.795889;-43.646222;NÃO
8SG;RJSERP0005;PESQUISANDO;RUA MARIA LOURENÇO, 98;-22.7475;-43.713056;NÃO
8WA;RJIRA_0005;PESQUISANDO;RUA JOSE MARIA DOS SANTOS, 0 - BOA VENTURA;-21.320722;-41.631056;NÃO
8WB;RJIRA_0006;PESQUISANDO;RODOVIA DOS INCONFIDENTES, 0 - (BR-356), KM 9;-21.176;-42.104083;NÃO
8WC;RJIRA_0007;PESQUISANDO;RUA SÃO DOMINGOS, 0 - NOSSA SENHORA DA PENHA;-21.274306;-41.785889;NÃO
8WD;RJIRA_0008;PESQUISANDO;ESTRADA RAPOSO NATIVIDADE, 0 - KM 01;-21.103778;-42.113694;NÃO
8WE;RJIRA_0009;PESQUISANDO;RODOVIA BR356, 0 - RETIRO DO MURIAÉ;-21.175639;-42.010361;NÃO
8WF;RJMCE_0001;PESQUISANDO;RUA DR. ANTONIO AGOSTINHO FERREIRA SANTOS, 139 - L 106 QD 06 RUA 03;-22.338639;-41.758333;NÃO
8WG;RJMCE_0004;PESQUISANDO;RUA TEIXEIRA GOUVEIA, 1770;-22.384667;-41.777139;NÃO
8WH;RJMCE_0005;PESQUISANDO;RUA TEIXEIRA DE GOUVEIA, 480;-22.372222;-41.779278;NÃO
8WI;RJMCE_0006;PESQUISANDO;RUA ALCEBÍADES AZEVEDO, 256;-22.367944;-41.794389;NÃO
8WJ;RJMCE_0012;PESQUISANDO;ESTRADA MACAE / GLICÉRIO, 1 - EM FRENTE A PREDEIRA;-22.352389;-41.921528;NÃO
8WK;RJMCE_0016;PESQUISANDO;RUA A, 0 - LOTE 6 QD.4;-22.269528;-41.982;NÃO
8WL;RJMCE_0030;PESQUISANDO;RUA ALBACORA, 0 - ESQUINA COM ALCIDES CONCEIÇÃO;-22.384528;-41.818833;NÃO
8WM;RJMCM_0001;PESQUISANDO;PRAÇA SÃO BENEDITO, 0;-21.410361;-42.200333;NÃO
8WN;RJMCM_0004;PESQUISANDO;SITIO GUARARÁ, 0;-21.431361;-42.105056;NÃO
8WO;RJNTE_0001;PESQUISANDO;RUA JUCELINO DUTRA WERNECK, 0;-21.040056;-41.97475;NÃO
8WP;RJNTE_0003;PESQUISANDO;RUA PROJETADA I, 0;-21.049028;-41.965833;NÃO
8WQ;RJRIOS0001;PESQUISANDO;RUA SANTA CATARINA, 0 - C/ GUANABARA;-22.5285;-41.95375;NÃO
8WR;RJRIOS0002;PESQUISANDO;RODOVIA AMARAL PEIXOTO, 0;-22.456833;-41.881861;NÃO
8WS;RJRIOS0003;PESQUISANDO;RUA CÉSAR CASTILHO, 131 - ÁREA DA QUADRA D-7B(LOTEAMENTO COSTA AZUL);-22.519889;-41.927389;NÃO
8WT;RJRIOS0005;PESQUISANDO;RUA CAMPO ALBOCOCORA, 0;-22.497583;-41.922333;NÃO
8WU;RJRIOS0006;PESQUISANDO;RUA PASTOR LUIZ LAURENTINO, 154;-22.52125;-41.940722;NÃO
8WV;RJRIOS0029;PESQUISANDO;RUA DA CRUZ, 207;-22.558528;-41.980806;NÃO
8WX;RJSDP_0001;PESQUISANDO;RUA SÃO JOSÉ, 0 - HARAS SIMÃO;-21.536194;-42.194278;NÃO
8WY;RJSDP_0002;PESQUISANDO;ESTRADA PÁDUA PIRAPETINGA, 145 - KM 02;-21.556667;-42.178333;NÃO
8WZ;RJSDP_0003;PESQUISANDO;AVENIDA TEMISTOCLES DE ALMEIDA, 96;-21.542222;-42.182111;NÃO
8XA;RJPTS_0012;PESQUISANDO;RUA FERREIRA BARCELOS, SN;-22.477222;-43.171472;NÃO
8XB;RJPTS_0013;PESQUISANDO;RUA MERCEDES, 52;-22.440333;-43.140944;NÃO
8XC;RJPTS_0017;PESQUISANDO;ESTRADA UNIÃO INDUSTRIA, SN;-22.399939;-43.137761;NÃO
8XD;RJPTS_0018;PESQUISANDO;RUA RICARDO SALVINI, 280;-22.467667;-43.151028;NÃO
8XE;RJPTS_0019;PESQUISANDO;RUA CANDIDA NEVES XAVIER, SN;-22.38425;-43.12325;NÃO
8XF;RJPTS_0020;PESQUISANDO;PARQUE NOVA ITAIPAVA, SN;-22.373667;-43.132139;NÃO
8XG;RJPTS_0021;PESQUISANDO;RUA A, 169;-22.460944;-43.227333;NÃO
8XH;RJPTS_0022;PESQUISANDO;RODOVIA BR 040, SN;-22.434764;-43.171425;NÃO
8XI;RJPTS_0044;PESQUISANDO;TRAVESSA HENRIQUE PERDIGÃO, 250;-22.517;-43.227972;NÃO
8XJ;RJPTS_0023;PESQUISANDO;RUA PROFESSOR STROELE, 99;-22.489833;-43.177833;NÃO
8XK;RJPTS_0052;PESQUISANDO;FAZENDA INGLESA, 3275;-22.481389;-43.219444;NÃO
8XL;RJPTS_0025;PESQUISANDO;RUA VINTE LOTE, SN;-22.41725;-43.154611;NÃO
8XM;RJPTS_0028;PESQUISANDO;AVENIDA COUNTRY CLUBE, 17;-22.425472;-43.125417;NÃO
8XN;RJPTS_0026;PESQUISANDO;RUA TERESA, 14;-22.515056;-43.175444;NÃO
8XO;RJPTS_0091;PESQUISANDO;RUA ANTÔNIO DA SILVA LIGEIRO, SN;-22.545194;-43.216222;NÃO
8XP;RJPTS_0075;PESQUISANDO;RUA PRESIDENTE TANCREDO NEVES, 111;-22.537861;-43.195472;NÃO
8XQ;RJPTS_0036;PESQUISANDO;ESTRADA UNIÃO E INDUSTRIA, 19078;-22.334583;-43.130806;NÃO
8XR;RJPTS_0136;PESQUISANDO;RUA DR THOUZET, SN;-22.527167;-43.201583;NÃO
8XS;RJPTS_0029;PESQUISANDO;RODOVIA BR 040, SN;-22.494306;-43.224;NÃO
8XT;RJPTS_0030;PESQUISANDO;RODOVIA BR 040, 350;-22.479028;-43.23675;NÃO
8XU;RJPTS_0079;PESQUISANDO;RUA ROMEU SUTTER, SN;-22.524806;-43.17775;NÃO
8XV;RJPTS_0038;PESQUISANDO;RUA DOUTOR LIPPOLD, 15 A;-22.464444;-43.161672;NÃO
8XW;RJPTS_0050;PESQUISANDO;RUA PADRE SIQUEIRA, 37;-22.504083;-43.182056;NÃO
8XX;RJPTS_0049;PESQUISANDO;ALAMEDA CONSTANCIA, 1186;-22.40575;-43.09525;NÃO
8XY;RJPTS_0077;PESQUISANDO;ESTRADA RODOVIA BR 040 KM 46,5, SN;-22.282833;-43.117028;NÃO
8XZ;RJPTS_0060;PESQUISANDO;RUA PRESIDENTE TANCREDO NEVES, 2677;-22.37575;-43.118722;NÃO
8YA;RJPTS_0061;PESQUISANDO;RUA BERNARDO COUTINHO, 8151;-22.42825;-43.231639;NÃO
8YB;RJPTS_0063;PESQUISANDO;ESTRADA GLEBA DAS ARAUCÁRIAS, SN;-22.263222;-43.037389;NÃO
8YC;RJPTS_0080;PESQUISANDO;ESTRADA DA SAUDADE, 2121;-22.485667;-43.157833;NÃO
8YD;RJPTS_0081;PESQUISANDO;ESTRADA CASCATINHA, 46;-22.475556;-43.154222;NÃO
8YE;RJPTS_0119;PESQUISANDO;RUA JOÃO AUGUSTO DE OLIVEIRA FILHO, 40;-22.459278;-43.141361;NÃO
8YF;RJPTS_0082;PESQUISANDO;RODOVIA BR-495, SN;-22.394722;-43.126944;NÃO
8YG;RJPTS_0064;PESQUISANDO;ESTRADA BOA VISTA BREJAL, 630;-22.252139;-43.068167;NÃO
8YH;RJPTS_0157;PESQUISANDO;RUA RIO GRANDE DO SUL, 425;-22.520944;-43.216444;NÃO
8YI;RJPTS_0166;PESQUISANDO;ESTRADA UNIAO E INDUSTRIA, 32666;-22.260375;-43.078153;NÃO
901;TESTE;PESQUISANDO;Rua Municipal S/N, Bonfim Paulista - SP, 14010-000, Brasil;-21.22615;-47.826811;NÃO
986;TESTEDEF;PESQUISANDO;Rua Décio Vilares 36, Copacabana, Rio de Janeiro - RJ, 22031-012, Brasil;-22.96705;-43.189604;NÃO
987;TESTE;PESQUISANDO;RioLeblon, Avenida Ataulfo de Paiva 1079-311, Leblon, Rio de Janeiro - RJ, 22440-034, Brasil;-22.98534;-43.22604;NÃO
989;TESTE;PESQUISANDO;RioLeblon, Avenida Ataulfo de Paiva 1079-311, Leblon, Rio de Janeiro - RJ, 22440-034, Brasil;-22.98534;-43.22604;NÃO
98B;RJAMA_0009;PESQUISANDO;RODOVIA RJ 124, S/N;-22.812244;-42.392783;NÃO
98C;RJACB_0001;PESQUISANDO;RUA NEREU RAMOS,80;-22.969306;-42.027583;NÃO
98D;RJCPS_0025;PESQUISANDO;RUA BARAO DA LAGOA DOURADA,135;-21.957139;-41.331917;NÃO
98E;RJNOF_0026;PESQUISANDO;RUA JANDIRA BELINGARDI PERLIGEIRO;-22.251;-42.533994;NÃO
98F;RJNOF_0020;PESQUISANDO;RODOVIA RJ 130, S/N;-22.251111;-42.636111;NÃO
98G;RJIRA_0001;PESQUISANDO;RUA ORLANDO RAELL, S/N;-21.20075;-41.881158;NÃO
98H;RJIRA_0002;PESQUISANDO;RODOVIA BR 356, S/N;-21.189056;-41.915917;NÃO
98I;RJSFD_0001;PESQUISANDO;RUA GUILHERME TITO DE AZEVEDO, 55;-21.645306;-41.747889;NÃO
98J;RJSFD_0004;PESQUISANDO;ESTRADA COLÔNIA CAMBIASCA;-21.680861;-41.891806;NÃO
98K;RJSFD_0005;PESQUISANDO;RUA JACI NADER;-21.593444;-41.840061;NÃO
98L;RJSQR_0006;PESQUISANDO;RUA CARLOS LACERDA;-22.927417;-42.541444;NÃO
98M;RJMCE_0009;PESQUISANDO;RODOVIA BR 101;-22.303306;-41.8845;NÃO
98N;RJQUI_0003;PESQUISANDO;RUA PROJETADA F, S/N;-0.220994;-41.144111;NÃO
98O;RJQUI_0001;PESQUISANDO;RUA GERÔNIMO ALVES DE PAULA,50;-22.111972;-41.470772;NÃO
98P;RJQUI_0002;PESQUISANDO;AVENIDA ATLÂNTICA,0-PRAIA JOAO FRANCISCO;-22.209917;-41.478719;NÃO
990;TESTE;PESQUISANDO;RioLeblon, Avenida Ataulfo de Paiva 1079-311, Leblon, Rio de Janeiro - RJ, 22440-034, Brasil;-22.98534;-43.22604;NÃO
991;TESTE;PESQUISANDO;R. JOÃO BASÍLIO, SN;-22.967198;-43.188122;NÃO
992;TESTEDEF;PESQUISANDO;Rua Décio Vilares 36, Copacabana, Rio de Janeiro - RJ, 22031-012, Brasil;-22.96705;-43.189604;NÃO
993;TESTE;PESQUISANDO;Rua Barao De Ipanema 77, Copacabana, Rio de Janeiro - Sudeste, 22050-031, Brasil;-22.974582;-43.190443;NÃO
994;TESTE;PESQUISANDO;Rua Barao De Ipanema 77, Copacabana, Rio de Janeiro - Sudeste, 22050-031, Brasil;-22.974582;-43.190443;NÃO
995;TESTEDEF;PESQUISANDO;Rua Décio Vilares 36, Copacabana, Rio de Janeiro - RJ, 22031-012, Brasil;-22.96705;-43.189604;NÃO
996;TESTE;PESQUISANDO;Rua Republica Do Peru 350, Copacabana, Rio de Janeiro - Sudeste, 22021-040, Brasil;-22.966368;-43.183437;NÃO
997;TESTE;PESQUISANDO;Rua Republica Do Peru 350, Copacabana, Rio de Janeiro - Sudeste, 22021-040, Brasil;-22.966368;-43.183437;NÃO
998;TESTE;PESQUISANDO;Rua Republica Do Peru 350, Copacabana, Rio de Janeiro - Sudeste, 22021-040, Brasil;-22.966368;-43.183437;NÃO
999;TESTE;PESQUISANDO;Rua Republica Do Peru 350, Copacabana, Rio de Janeiro - Sudeste, 22021-040, Brasil;-22.966368;-43.183437;NÃO
99K;CONDOMINIO DO CENTRO EMPRESARIAL CIDADE NOVA ( TELEPORTO/RJ);PESQUISANDO;AVENIDA PRESIDENTE VARGAS, 3131;-22.909983;-43.204525;NÃO
9AB;VOLTA REDONDA - PREDIO GVT VOLTA REDONDA;PESQUISANDO;AVENIDA PAULO DE FRONTIN, 308;-22.5093;-44.0935;SIM
9AC;LOJA VIVO CRONOLÓGICA;PESQUISANDO;AV JOAQUIM LEITE, 277;-22.545245;-44.170244;NÃO
9AD;LOJA PELINCA CAMPOS;PESQUISANDO;AV PELINCA, 116;-21.760044;-41.332744;NÃO
9AE;LOJA VIVO MACAÉ;PESQUISANDO;AVENIDA RUI BARBOSA, 359;-22.373161;-41.779958;NÃO
9AF;LOJA VIVO RESENDE;PESQUISANDO;RUA ALFREDO WHATELY, 90/94;-22.463164;-44.449186;NÃO
9AG;LOJA VIVO VOLTA REDONDA;PESQUISANDO;RUA DOZE, 300;-22.516647;-44.106783;NÃO
9AH;LOJA VIVO NOVA FRIBURGO 1;PESQUISANDO;PRACA PRESIDENTE GETULIO VARGAS, 139;-22.2801;-42.5332;NÃO
9AI;LOJA VIVO NOVA FRIBURGO 2;PESQUISANDO;PRACA PRESIDENTE GETULIO VARGAS, 139;-22.280053;-42.533161;NÃO
9AJ;PICOCELL SHOPPING PARK SUL;PESQUISANDO;ROD. DOS METALÚRGICOS, 1189 - SÃO GERALDO;-22.522306;-44.078606;NÃO
9AK;LOJA DE IPANEMA;PESQUISANDO;PESQUISANDO;00.0000;00.0000;NÃO
9AL;LOJA DE DUQE DE CAXIAS;PESQUISANDO;PESQUISANDO;00.0000;00.0000;NÃO
9AM;LOJA TERESOPOLIS RJ;PESQUISANDO;PESQUISANDO;00.0000;00.0000;NÃO
9AN;LOJA CAMPOS SHOPPING BEIRA RIO;PESQUISANDO;AVENIDA RUI BARBOSA, 1101 ;-21.755942;-41.322139;NÃO
9BF;RIO DE JANEIRO - PRAIA DE BOTAFOGO - CO SITE IX;PESQUISANDO;PRAIA DE BOTAFOGO, 501 BLOCO B SALA 703 7º ANDAR CENTRO EMPRESARIAL MOURISCO;00.0000;00.0000;NÃO
9IT;PETRÓPOLIS - ITAIPAVA IX;PESQUISANDO;RUA DAS ACÁCIAS, 630;-22.367981;-43.110097;NÃO
9OI;TESTE;PESQUISANDO;RioLeblon, Avenida Ataulfo de Paiva 1079-311, Leblon, Rio de Janeiro - RJ, 22440-034, Brasil;-22.98534;-43.22604;NÃO
9PX;TESTE;PESQUISANDO;RioLeblon, Avenida Ataulfo de Paiva 1079-311, Leblon, Rio de Janeiro - RJ, 22440-034, Brasil;-22.98534;-43.22604;NÃO
9SS;RJCPS_0279;PESQUISANDO;Rua Professora Antonieta Palmares 197, Neves - Sudeste, 24430-325, Brasil;-21.982;-41.130778;NÃO
9SY;RJSDA_0001;PESQUISANDO;Rua Dos Muller 370, Piraí - Sudeste, 27175-000, Brasil;-21.967361;-42.017528;NÃO
9TS;RJCPS_0279;PESQUISANDO;Rua Senhor Do Bonfim 200, Rio de Janeiro - Sudeste, 21665-180, Brasil;-21.982;-41.130778;NÃO
9WA;RJSDP_0005;PESQUISANDO;Rua Guapore 14, Ipiiba - Sudeste, 24738-020, Brasil;-21.497861;-42.247778;NÃO
9WB;RJSDP_0006;PESQUISANDO;Rua Francisco Blatt 52, Petrópolis - Sudeste, 25640-350, Brasil;-21.587667;-42.216806;NÃO
9WC;RJSDP_0008;PESQUISANDO;RUA AMÉRICO DUARTE, 0 - SITIO AREIÃO;-21.470944;-42.039222;NÃO
9WD;RJSDP_0009;PESQUISANDO;ESTRADA MUNICIPAL DA ILHA FORMOSA, 0 - PIRAPETINGA-MG;-21.658028;-42.300806;NÃO
9WH;RJSFIA0001;PESQUISANDO;RUA MELINDA PINHEIRO ACRUCHE, 35 - (LOTE 04 DA QUADRA ÚNICA);-21.479944;-41.107417;NÃO
9WI;RJSFIA0002;PESQUISANDO;RUA DONA CARMINHA, 0 - LOTE 9 QUADRA 6;-21.4935;-41.069;NÃO
9WJ;RJSFIA0003;PESQUISANDO;RUA D, 0 - QUADRA R;-21.553389;-41.068444;NÃO
9WK;RJSFIA0005;PESQUISANDO;RUA TIBURCIO, 0;-21.303;-40.967306;NÃO
9WL;RJSFIA0006;PESQUISANDO;RUA DA COLINA, 0 - FAZENDA SANTO ANTÔNIO;-21.302472;-41.104444;NÃO
9WM;RJSJB_0001;PESQUISANDO;RUA PASSOS, 129 - LOTE 132;-21.636056;-41.049139;NÃO
9WN;RJSJB_0002;PESQUISANDO;RUA IV, 12 - QD D - VILA JOCA RANGEL LOTE 12;-21.729806;-41.18125;NÃO
9WO;RJSJB_0003;PESQUISANDO;LOTEAMENTO PARQUE SANTO AMARO, 0 - LOTES 07 E 10 - QUADRA D;-21.693139;-41.025667;NÃO
9WP;RJSJB_0008;PESQUISANDO;RUA FELICÍSSIMO ALVES, 484;-21.637961;-41.018786;NÃO
9WQ;RJSJB_0023;PESQUISANDO;RUA S, 0;-21.667611;-41.025028;NÃO
9WR;RJSQR_0001;PESQUISANDO;RUA 89, S/N;-22.928;-42.599333;NÃO
9WS;RJSQR_0002;PESQUISANDO;RUA DOS CAJUEIROS, 0 - LT 17 QD 01;-22.931167;-42.489806;NÃO
9WT;RJSQR_0003;PESQUISANDO;RUA PRAIA DO MOLEQUE, 106;-22.917389;-42.413611;NÃO
9WU;RJSQR_0005;PESQUISANDO;RUA A, 0 - LOTE 27;-22.89875;-42.46975;NÃO
9WW;RJSQR_0035;PESQUISANDO;AVENIDA BARAO DE SAQUAREMA, 820B;-22.933528;-42.470028;NÃO
9WX;RJSQR_0013;PESQUISANDO;RUA K, 0 - QD B - LT 33;-22.858139;-42.591417;NÃO
9WY;RJSQR_0036;PESQUISANDO;ESTRADA MAXIMINIANO FIDELIS, 779;-22.930861;-42.512472;NÃO
9WZ;RJVASA0001;PESQUISANDO;RUA OCTÁVIO MONERAT, 0;-20.928472;-41.863639;NÃO
9YA;RJVASA0003;PESQUISANDO;RUA PROJETADA, 0;-20.834278;-41.786444;NÃO
9YB;RJVASA0004;PESQUISANDO;RUA PROJETADA, 0 - SITIO RETIRO;-20.87475;-41.874333;NÃO
9YC;RJVASA0005;PESQUISANDO;ESTRADA RJ214, 0;-20.907639;-41.807694;NÃO
9YD;RJMCE_0002;PESQUISANDO;RODOVIA AMARAL PEIXOTO, 0 - KM 167 (RJ-106);-22.402528;-41.832556;NÃO
9YE;RJMCE_0007;PESQUISANDO;ALAMEDA JEQUITIBÁ, 0 - PROXIMO A NOVO CAVALEIRO;-22.394639;-41.814333;NÃO
9YF;RJMCE_0010;PESQUISANDO;ESTRADA CARAPEBUS, 543;-22.289806;-41.711333;NÃO
9YG;RJMCE_0011;PESQUISANDO;RODOVIA BR 101, 0 - EM FRENTE AO 2º TREVO DE MACAÉ-SEGUNDO TREVO DE MA;-22.214694;-41.756167;NÃO
9YH;RJMCE_0014;PESQUISANDO;RUA QUADRA 26 LOTE 4, 0 - QUADRA 26 QUADRA 26 LOTE 4 -CENTRO DE CONVENÇÕES;-22.328694;-41.731167;NÃO
9YI;RJMCE_0015;PESQUISANDO;RUA ABILIO MOREIRA DE MIRANDA, 360;-22.387917;-41.772361;NÃO
9YJ;RJMCE_0017;PESQUISANDO;AVENIDA ATLANTICA, 3036;-22.407556;-41.802361;NÃO
9YK;RJMCE_0020;PESQUISANDO;RUA EUZEBIO DE QUEIROZ, 60;-22.374639;-41.777417;NÃO
9YL;RJMCE_0023;PESQUISANDO;RUA JTA. CARLOS LACERDA, 211 - MIRAMAR;-22.376111;-41.791361;NÃO
9YM;RJMCE_0026;PESQUISANDO;RUA SIDNEY VASCONCELOS ÁGUIAR, 177;-22.400056;-41.795889;NÃO
9YN;RJMCE_0033;PESQUISANDO;RUA MATO GROSSOLOTE, 36;-22.315139;-41.721222;NÃO
9YO;RJMCE_0084;PESQUISANDO;RUA ADAO JOSE PACHECO, 1;-22.240444;-42.106167;NÃO
9YP;RJSJB_0026;PESQUISANDO;RODOVIA BR 356, S/N - KM115, S/N;-21.718528;-41.108203;NÃO
9YR;RJBJR_0002;PESQUISANDO;RODOVIA BR 116, KM 96;-22.176944;-42.468611;NÃO
9YS;RJCPS_0279;PESQUISANDO;RUA DOMINGOS PINTO DE CARVALHO, 41;-21.982;-41.130778;NÃO
9YW;RJSDA_0001;PESQUISANDO;RUA JONAS SERAPHIM GUINÂNCIO,1-ZONA RURAL;-21.967361;-42.017528;NÃO
9YX;RJMCE_0002;PESQUISANDO;RODOVIA AMARAL PEIXOTO, 0 - KM 167 (RJ-106);-22.402528;-41.832556;NÃO
9YZ;RJMCE_0084;PESQUISANDO;RUA ADAO JOSE PACHECO, 1;-22.240444;-42.106167;NÃO
A00;CASTELO;PESQUISANDO;AVENIDA PRESIDENTE ANTONIO CARLOS, 130;-23.5;-43.5;NÃO
A01;BARRA MANSA - RJBMA_G1A01;PESQUISANDO;AVENIDA VEREADOR HAMILTON REIS ALVES, 484;-22.535694;-44.185592;NÃO
A02;VOLTA REDONDA - RJVRD_G1A02;PESQUISANDO;RUA DUQUE GUILHERME, 23;-22.4935;-44.099156;NÃO
A04;BARRA MANSA - RJBMA_G1A04;PESQUISANDO;RUA ANTÔNIO CARLOS DE OLIVEIRA, 42/44;-22.537375;-44.172053;NÃO
A05;BARRA MANSA - RJBMA_G1A05;PESQUISANDO;RUA PRESIDENTE TANCREDO NEVES, 425;-22.511289;-44.194017;NÃO
A11;SÃO JOÃO DE MERITI - N4T TELECOMUNICACOES LTDA;PESQUISANDO;RUA ESTRADA MUNICIPAL SAO JOAO DE MERITI, 1110;-22.801561;-43.368853;NÃO
A12;NITERÓI - XYZ77 TELECOMUNICACOES LTDA;PESQUISANDO;ESTRADA FRANCISCO DA CRUZ NUNES,6501;-22.911478;-43.05955;NÃO
A1A;RJNLP_0002;PESQUISANDO;ESTRADA SENADOR SALGADO FILHO, 985;-22.820361;-43.419028;NÃO
A1B;RJNLP_0003;PESQUISANDO;RUA SOUZA BRITO, 0 - LOTE 10 QUADRA 05 75 E 81;-22.810028;-43.427667;NÃO
A1C;RJNLP_0004;PESQUISANDO;RUA AMADEU LARA, 1148;-22.808472;-43.406444;NÃO
A1D;RJNLP_0005;PESQUISANDO;ESTRADA MIRANDELA, 195;-22.809111;-43.417306;NÃO
A1E;RJNLP_0077;PESQUISANDO;RUA QUINTINO BOCAIUVA, 77;-22.79825;-43.411806;NÃO
A2C;RIO DE JANEIRO - ARCOS - CO SITE;PESQUISANDO;RUA DO LAVRADIO ESTAÇÃO DE ARCOS, 6º ANDAR;-22.908833;-43.183083;NÃO
A2O;RESENDE - AEROPORTO DE RESENDE CO-SITE;PESQUISANDO;RUA PERIMETRAL NORTE, S/N;-22.477758;-44.4896;NÃO
A2R;NITERÓI - ARARIBOIA - CO SITE;PESQUISANDO;AVENIDA AMARAL PEIXOTO, 36;-22.892639;-43.123167;NÃO
A2S;RIO DE JANEIRO - ATLÂNTICA SÁ FERREIRA - ,CO SITE;PESQUISANDO;AVENIDA ATLÂNTICA, EM FRENTE AO 3604 POSTO DE SALVAMENTO 5;-22.980644;-43.189611;NÃO
