sigla_da_torre;nome_da_torre;detentora;endereco;lat;lon;capacitado
TN1;ITATIAIA - RJ PENEDO;PESQUISANDO;PESQUISANDO;-22.464939;-44.508769;NÃO
TNB;TUNEL NOEL ROSA VILA ISABEL;PESQUISANDO;TUNEL NOEL ROSA,;-22.912611;-43.25175;NÃO
TNG;TANGUA;AMERICAN TOWER;RUA ADIGE, 131;-22.736592;-42.718681;NÃO
TNJ;TENENTE JARDIM;PESQUISANDO;PESQUISANDO;-22.86466;-43.08025;NÃO
TNN;TENENTE PALESTINA;PESQUISANDO;SITE EM BUSCA;-22.825456;-43.304939;NÃO
TNR;TUNEL NOEL ROSA;PESQUISANDO;TUNEL NOEL ROSA,;-22.906631;-43.257469;NÃO
TNV;TUNEL VELHO;PESQUISANDO;TUNEL VELHO- ESTACIONAMENTO CEMITERIO SÃO JOÃO BATISTA,;-22.960411;-43.190381;NÃO
TO1;REMOTA TUNEL PAPAGAIO 1;PESQUISANDO;PESQUISANDO;-22.52293;-43.2379;NÃO
TOA;TOSCANA;TORRES DO BRASIL S.A.,CLARO;RUA TOSCANA, 77;-22.839773;-43.407505;SIM
TON;TONELERO;BR TOWERS,BR TOWERS (ANTIGA);RUA SIQUEIRA CAMPOS, 121;-22.967089;-43.186356;NÃO
TOO;TEOFILO OTONI;PESQUISANDO;SITE EM BUSCA;-22.900225;-43.179378;NÃO
TOP;NITERÓI - TRIBOBO OLAVO PAULA;Pesquisando;RODOVIA AMARAL PEIXOTO, KM 3 LOTE 5;-22.876206;-43.053272;SIM
TOS;TOCOS;SBA (BTS);RUA  JOSÉ PEREIRA DE CHAGAS 117;-21.898033;-41.286495;NÃO
TP1;ETP 3334-4177 ITATIAIA;PESQUISANDO;PESQUISANDO;-22.464722;-44.50875;NÃO
TPC;TERESOPOLIS CALEME;PESQUISANDO;RUA CANÁRIO, 59;-22.398918;-43.004803;SIM
TPD;TUNEL DO PASMADO;PESQUISANDO;TUNEL DO PASMADO,;-22.952381;-43.178769;NÃO
TPG;TUNEL DO PAPAGAIO;PESQUISANDO;RODOVIA BR-040,;-22.523381;-43.235631;NÃO
TPH;TCR PORTINHO;PESQUISANDO;RUA ESCORREGA, 15;-22.898206;-43.183614;NÃO
TPI;TELEMAR 2560;PESQUISANDO;AVENIDA PRESIDENTE VARGAS, 2560;-22.91025;-43.20175;NÃO
TPM;PARQUE DO IMBUI;PESQUISANDO;RUA CÉU DO IMBUI S/N;-22.38228;-42.99693;SIM
TPN;TPN - TREVO DE PENEDO;TELXIUS;RODOVIA RJ-163, S/N° KM 0 - PENEDO, S/N° - PROXIMO AO TREVO DA ENTRADA PARA PENEDO;-22.464939;-44.508769;SIM
TPO;PORCIÚNCULA - TIM PRAÇA DA CRECHE;PESQUISANDO;PRAÇA DA CRECHE CANTINHO DO CÉU, S/N;-20.964444;-42.047222;NÃO
TPP;TUPPERWARE;AMERICAN TOWER;ESTRADA EST. DA ILHA, 1281;-22.987661;-43.560861;SIM
TPR;TEATRO PRUDENTIAL;PESQUISANDO;RUA DO RUSSEL, 804;-22.924319;-43.173169;NÃO
TPS;TERESÓPOLIS - PESSEGUEIROS;TORRES DO BRASIL S.A.,CLARO;RODOVIA BR-116, S/N;-22.267617;-42.929241;NÃO
TPT;TRAVESSA PINTO TELES;CELL SITE SOLUTIONS (BTS);RUA CAPITÃO MENEZES Nº 568;-22.892986;-43.346406;NÃO
TPV;TREVO PASTEUR VENCESLAU BRAS;PESQUISANDO;AV.PASTEUR;-22.95133;-43.17504;NÃO
TQ1;REMOTA TUNEL QUITANDINA 1;PESQUISANDO;PESQUISANDO;-22.52831;-43.22386;NÃO
TQA;RIO DE JANEIRO - TAQUARA;BR TOWERS,BR TOWERS (ANTIGA);ESTRADA DO TINDIBA, 2089;-22.923645;-43.372595;NÃO
TQC;TQC-TAQUARI CURIAÇU;PESQUISANDO;RODOVIA BR 101, KM 549, 5 -;-23.048722;-44.660278;NÃO
TQD;PETRÓPOLIS - TÚNEL QUITANDINHA;PESQUISANDO;RODOVIA BR 040, S/N;-22.526969;-43.227269;NÃO
TQE;TANQUE II;PESQUISANDO;SITE EM BUSCA;-22.921811;-43.364433;NÃO
TQI;PRAIA DE TAQUARI;PESQUISANDO;FAZENDA TAQUARI S/N;-23.05594;-44.67741;NÃO
TQR;TAQUARI;PESQUISANDO;RODOVIA RIO-SANTOS KM 159(BR101),KM159 - BR101-TAQUARI;-23.045667;-44.64925;NÃO
TQU;TAQUARA PENA;TELXIUS;RUA NOSSA SENHORA DA PENA;-22.941083;-43.348361;NÃO
TR1;TERESÓPOLIS - REPETIDORA I;PESQUISANDO;AVENIDA ROTARIANA, 1793;-22.451278;-42.981944;NÃO
TR2;TRÊS RIOS - ITX OI;PESQUISANDO;RUA BARÃO DO RIO BRANCO, 284,;-22.874139;-42.339556;NÃO
TR3;TERESÓPOLIS - TERESÓPOLIS III;AMERICAN TOWER (RAN SHARING),BR TOWERS,BR TOWERS (ANTIGA);AVENIDA LÚCIO MEIRA, 194 CONDOMÍNIO EDIFÍCIO APOLLO;-22.413;-42.969428;NÃO
TR4;TERESÓPOLIS - TERESÓPOLIS IV;PESQUISANDO;MORRO DA QUINTA DO LEBRÃO, S/N;-22.403194;-42.957667;NÃO
TR5;TERESOPOLIS - RJTRL_G1I01 - POP FIBRASIL;PESQUISANDO;AV DELFIM MOREIRA 1585, VARZEA, TERESÓPOLIS - RJ;-22.402589;-42.964186;NÃO
TR6;TERESOPOLIS - RJTRL_G1I02 - POP FIBRASIL;PESQUISANDO;RUA ALFREDO REBELO FILHO, 1161;-22.436617;-42.977008;NÃO
TR7;TERESOPOLIS - RJTRL_G1I03 - POP FIBRASIL;PESQUISANDO;ESTRADA DR ROGÉRIO DE MOURA ESTEVÃO, 3351;-22.380361;-42.935433;NÃO
TR8;TRES RIOS - RJTRS_G1I01 - POP FIBRASIL;PESQUISANDO;RUA PADRE BARROSO, Nº 37;-22.117628;-43.214739;NÃO
TRA;CAMPOS TRAVESSAO;TELEMAR;RUA VICENTE DE PEREGRINI, AO LADO DO CHOPANA BAR;-21.606661;-41.311831;NÃO
TRB;TREMEMBE;SBA TORRES BRASIL;RUA BRIGADEIRO NEWTON BRAGA, 125 - LOTE 304;-22.790376;-43.176946;NÃO
TRC;TUNEL RIO COMPRIDO LARANJEIRAS;PESQUISANDO;TUNEL RIO COMPRIDO LARANJEIRAS;-22.935278;-43.199083;NÃO
TRD;TIRADENTES;PESQUISANDO;RUA CRISTOVÃO FERREIRA PORTO, S/N;-22.829181;-42.961311;NÃO
TRF;PETRÓPOLIS - TRONO DE FÁTIMA;PESQUISANDO;RUA BISPO DOM JOSÉ PEREIRA ALVES, 95;-22.511925;-43.186361;NÃO
TRG;TRÊS RIOS CANTAGALO;PESQUISANDO;RUA IGLESIAS LOPES Nº 153-155;-22.12052;-43.22477;NÃO
TRI;TUNEL ROBERTO DA SILVEIRA;PESQUISANDO;TÚNEL ROBERO DA SILVEIRA, S/N;-22.912139;-43.099583;NÃO
TRL;TERESÓPOLIS - TERESÓPOLIS I;TELEMAR;CAMINHO COLINA DO MIRANTE, S/N;-22.427564;-42.971881;NÃO
TRM;SÃO GONÇALO - TREVO DE MARIA PAULA;SBA TORRES BRASIL;ESTRAVA VELHA DE MARICÁ, AO LADO DO 1059;-22.877336;-43.026374;NÃO
TRN;TRÊS RIOS CENTRO;TORRES DO BRASIL S.A.,CLARO;RUA PRESIDENTE VARGAS, 637;-22.116111;-43.208888;NÃO
TRO;TIM;PESQUISANDO;RUA ANA NÉRI, 1023;-22.900639;-43.235403;NÃO
TRP;VOLTA REDONDA - TRÊS POÇOS;BR TOWERS (ANTIGA);AVENIDA PAULO ERLEI ALVES ABRANTES, S/N;-22.50071;-44.06073;SIM
TRR;RIO DE JANEIRO - TIJUCA RENATO ROCCO;TELXIUS;RUA CARLOS DE VASCONCELOS, 21;-22.926904;-43.228088;NÃO
TRS;TRES RIOS;TELEMAR;RUA BARÃO DO RIO BRANCO, 284,;-22.115;-43.210631;NÃO
TRT;TERESÓPOLIS - TIJUCA;PESQUISANDO;SITE EM BUSCA;-22.418264;-42.956769;NÃO
TRV;TUNEL RAUL VEIGA;PESQUISANDO;TUNEL RAUL VEIGA;-22.910583;-43.098333;NÃO
TRW;TERESÓPOLIS - TERESÓPOLIS II;AMERICAN TOWER (RAN SHARING),BR TOWERS,BR TOWERS (ANTIGA),TELEMAR;RUA OLIVEIRA BOTELHO, 73;-22.436253;-42.977875;SIM
TS1;TIJUCA SHOPPING INDOOR;PESQUISANDO;AVENIDA MARACANÃ, 987 - TIJUCA, RIO DE JANEIRO - RJ, 20511-001;-22.92166;-43.23555;NÃO
TSA;TANGUA SANTO ANTONIO;PESQUISANDO;PESQUISANDO;-22.741033;-42.776203;NÃO
TSB;TUNEL SANTA BARBARA;PESQUISANDO;TUNEL SANTA BARBARA;-22.9305;-43.185528;NÃO
TSC;TIM SAO CRISTOVAO;PESQUISANDO;RUA FONSECA TELES, 18 - TIM SÃO CRISTÓVÃO;-22.901694;-43.219306;NÃO
TSD;TREVO SANTOS DUMMOND;PESQUISANDO;POSTE RIO LUZ NO TREVO DO ATERRO ENTRE O MAM E O AEROPORTO SANTOS DUMMOND;-22.91199;-43.16983;NÃO
TSF;TUNEL SA FREIRE;PESQUISANDO;RUA BARATA RIBEIRO, S/N°;-22.977219;-43.1925;NÃO
TSG;TIJUCA OFF SHOPPING;PESQUISANDO;AVENIDA BARÃO DE MESQUITA,;-22.913581;-43.226769;NÃO
TSI;TIJUCA SHOPPING;PESQUISANDO;AVENIDA MARACANÃ - TIJUCA SHOPPING, 987;-22.921893;-43.234924;NÃO
TSL;TRAVESSA SÃO LUCAS PEREQUE;ALFA ERB (BTS);AVENIDA FRANCISCO MAGALHÃES DE CASTRO, 750;-23.0151;-44.53834;NÃO
TSR;TELEFONICA SANTANDER RESENDE;PESQUISANDO;RUA NICOLAU RIZZO, 296 - - CAMPOS ELISIOS - RESENDE - RJ;-44.9185;-44.9185;NÃO
TSS;RIO DE JANEIRO - THYSSENKRUPP SIDERÚRGICA SANTA CRUZ;CLARO;RUA H17 X RUA H19;-22.917277;-43.759299;NÃO
TSU;TELEFONICA CLIENTE SUEZ;TELXIUS;RUA ALMIRANTE BARROSO, 52 CENTRO;-22.908169;-43.176017;NÃO
TT1;SERVIDÃO DE PASSAGEM - RJTTB;PESQUISANDO;PESQUISANDO;-22.93652;-44.31815;NÃO
TT2;SERVIDÃO DE PASSAGEM - RJTTB;PESQUISANDO;PESQUISANDO;-22.94725;-44.4333;NÃO
TT3;NOVA IGUAÇU - 333 COMERCIO E COMUN. - LJ JARDIM ALVORADA;PESQUISANDO;AVENIDA ABÍLIO AUGUSTO TÁVORA, 1111;-22.826375;-43.602853;NÃO
TTB;TARITUBA;AMERICAN TOWER;RODOVIA RIO SANTOS, KM 153, KM 153 - TARITUBA(3ºDIS);-23.045833;-44.601083;NÃO
TTO;TUNEL VIA TRANSOLIMPICA;PESQUISANDO;PESQUISANDO;-22.89878;-43.39771;NÃO
TU1;REMOTA TUNEL REBOUCAS 1;PESQUISANDO;PESQUISANDO;-22.93894;-43.2029;NÃO
TU2;REMOTA TUNEL REBOUCAS 2;PESQUISANDO;PESQUISANDO;-22.94045;-43.20233;NÃO
TU3;REMOTA TUNEL REBOUCAS 3;PESQUISANDO;PESQUISANDO;-22.95866;-43.20446;NÃO
TUL;TIMBE DO SUL;PESQUISANDO;RUA 58 LOTE 6 QUADRA 66 PAL 18525;-23.0002;-43.626731;NÃO
TUR;TURIAÇU;PESQUISANDO;EM BUSCA.;00.0000;00.0000;NÃO
TVA;POP TVA NA BARRA;PESQUISANDO;AV. DAS AMÉRICAS, 1245;00.0000;00.0000;NÃO
TVC;CAMPOS DOS GOYTACAZES - TRAVESSA SÃO CARLOS;AMERICAN TOWER,TIM;TRAVESSA SÃO CARLOS, 150;-21.933533;-41.141409;NÃO
TVE;SUMARE TVE;PESQUISANDO;ESTRADA ROQUETE PINTO, S/N° - TORRE TVE20261-270;-22.950661;-43.235719;NÃO
TVG;TERESÓPOLIS - VARGEM GRANDE;PESQUISANDO;RUA MANOEL ROSE, LOTE 6;-22.375303;-42.871494;NÃO
TVI;TREVO DE ITAGUAÍ;PESQUISANDO;SITE EM BUSCA;00.0000;00.0000;NÃO
TVL;ARARUAMA - TREVO VIA LAGOS;AMERICAN TOWER;RODOVIA RIO BONITO X AURORA, KM 28 VIA LAGOS;-22.804451;-42.408737;NÃO
TVN;TV NOVA VISAO;PESQUISANDO;ESTRADA ROQUETE PINTO, S/N°;-22.951361;-43.236161;NÃO
TVP;RIO DE JANEIRO - TRAVESSA DO PAÇO;BR TOWERS,BR TOWERS (ANTIGA);TRAVESSA DO PAÇO, 23;-22.904292;-43.173219;SIM
TVR;SÃO GONÇALO TAVARES;PESQUISANDO;PESQUISANDO;-22.7784;-43.0263;NÃO
TVS;TRAVESSA AUGUSTO DE SOUZA;PESQUISANDO;PESQUISANDO;-22.83568;-43.08285;NÃO
TVT;TIVIT BARRA;PESQUISANDO;ESTRADA DOS BANDEIRANTES N 10.916 - LOT 01 PAL 45343;-22.9844;-43.4306;NÃO
TW3;CLIENTE SANTANDER - CONDOMINIO DO EDIFICIO CENTRO EMPRESARIAL CIDADE NOVA(1);PESQUISANDO;AVENIDA PRESIDENTE VARGAS, N.º 3131;-22.909819;-43.2044;NÃO
TW4;CLIENTE SIS CONSULTORIA - CONDOMINIO DO EDIFICIO CENTRO EMPRESARIAL CIDADE NOVA(2);PESQUISANDO;AVENIDA PRESIDENTE VARGAS, N.º 3131;-22.909819;-43.2044;NÃO
TW5;TELEPORTO - CONDOMINIO DO ED. CENTRO EMPRESARIAL CIDADE NOVA - INTERLIGAÇÃO 12ª- 16ª / 16ª- SUBSOLO;PESQUISANDO;AVENIDA PRESIDENTE VARGAS, N.º 3131;-22.909819;-43.2044;NÃO
TWS;RIO DE JANEIRO - TELEFÓNICA INTERNATIONAL WHOLESALE;PESQUISANDO;AVENIDA MIGUEL ANTÔNIO FERNANDES, 533;-23.012114;-43.477767;NÃO
TWT;TWIN TOWERS;PESQUISANDO;AVENIDA SERNAMBETIBA ENTRE O BARRA MARES E O 3100 VAGA CET-RIO;-23.010769;-43.325411;NÃO
TWY;TELEPORTO - CONDOMINIO DO EDIFICIO CENTRO EMPRESARIAL CIDADE NOVA;PESQUISANDO;AVENIDA PRESIDENTE VARGAS, N.º 3131;-22.909819;-43.2044;NÃO
TXC;TEIXEIRA DE CASTRO;BR TOWERS,BR TOWERS (ANTIGA);RUA TEIXEIRA DE CASTRO S/Nº - ESCOLA MUNICIPAL DILERMANO CRUZ;-22.854611;-43.252744;SIM
TZC;TOMAZ COELHO;PESQUISANDO;RUA ITALIA DINCAU, Nº 450;-22.871381;-43.3106;NÃO
TZN;TUNEL ZUZU ANGEL NOVO;PESQUISANDO;AUTOESTRADA ENG. FERNANDO MAC DOWELL;-22.992561;-43.249481;NÃO
TZZ;TUNEL ZUZU ANGEL;PESQUISANDO;ESTRADA LAGOA BARRA, S/Nº;-22.992553;-43.249281;NÃO
UAI;URUGUAI;BR TOWERS,BR TOWERS (ANTIGA);RUA CONDE DE BONFIM, 685;-22.932486;-43.240203;NÃO
UBA;UBATIBA;AMERICAN TOWER;ESTRADA DE UBATIBA, 1701;-22.892547;-42.799842;SIM
UCP;URCA PORTUGAL;BR TOWERS,BR TOWERS (ANTIGA);AVENIDA PORTUGAL, 64;-22.953061;-43.170369;NÃO
UDC;UFF DIRETORIO CENTRAL;PESQUISANDO;SITE EM BUSCA;-22.897219;-43.127439;NÃO
UEF;CAMPOS DOS GOYTACAZES - UENF;SP TORRES (ANTIGA);RUA ALBERTO LAMEGO, 651;-21.763918;-41.297714;NÃO
UFF;REITORIA DA UFF;PESQUISANDO;RUA MIGUEL DE FRIAS 9 - ICARAÍ - NITERÓI;-22.902189;-43.116189;NÃO
UFP;UENF PROVISORIO;PESQUISANDO;RUA ALBERTO LAMEGO;-21.762;-41.294289;NÃO
UGP;URCA GOMES PEREIRA;BR TOWERS,BR TOWERS (ANTIGA);RUA ALMIRANTE GOMES PEREIRA, 90 LAJE;-22.944842;-43.162139;NÃO
UIT;CAMPOS DOS GOYTACAZES - ITAÚ UNIBANCO GOYTACAZES;PESQUISANDO;RODOVIA RAUL SOUTO MAIOR, 339 RJ 216;-21.831583;-41.271936;NÃO
UMB;UMBRIA CENTRO;PESQUISANDO;RUA SAO JOSE, 90 - 15 ANDAR - 1511;-22.905817;-43.176847;NÃO
UNA;CABO FRIO - UNAMAR;SBA TORRES BRASIL,OI;RUA DOS PESCADOS, 18;-22.638425;-42.001619;NÃO
UNG;UNIG ITAPERUNA;AMERICAN TOWER;FAZENDA PORTO ALEGRE, S/Nº - MORRO AO LADO DA PREFEITURA DE ITAPERUNA;-21.189131;-41.916719;NÃO
UNI;PETRÓPOLIS - UNIÃO INDUSTRIA;PESQUISANDO;ESTRADA UNIÃO INDÚSTRIA, 29440 CAHOEIRAS BAR;-22.286219;-43.092939;NÃO
UNK;RIO DE JANEIRO - UNKNOWN;PESQUISANDO;NÃO IDENTIFICADO;00.0000;00.0000;NÃO
UPT;UFRJ PARQUE TECNOLÓGICO;PESQUISANDO;PESQUISANDO;-22.86725;-43.216056;NÃO
UPX;CABO FRIO - UNAMAR AMARAL PEIXOTO;SBA TORRES BRASIL,HIGHLINE (BTS);RUA JOSÉ ANTÔNIO DE MORAES S/N;-22.665885;-42.006738;NÃO
URC;URUCUIA;PESQUISANDO;RUA FLORIANÓPOLIS;-22.894856;-43.364133;NÃO
URI;CAMPOS DOS GOYTACAZES - URURAI;TORRES DO BRASIL S.A.,CLARO;RUA DORES DE MACABU, S/N;-21.831667;-41.410586;NÃO
URU;ESTAÇÃO METRO URUGUAIANA;PESQUISANDO;RUA ALFANDEGA PRÓX. URUGUAIANA, S/Nº;-22.903194;-43.180864;NÃO
USA;ITAU UNIBANCO S.A. - AVENIDA DAS AMERICAS;PESQUISANDO;AVENIDA DAS AMERICAS, 13443;-23.009667;-43.447722;NÃO
USI;ANGRA DOS REIS - USINA;PESQUISANDO;MORRO DO BANANA;-23.004817;-44.449075;NÃO
UTA;"UNID. TRANSPORT. ""A""";PESQUISANDO;RUA ALMIRANTE COCHRANE, 146;-22.919411;-43.225911;NÃO
UTB;"UNID. TRANSPORT. ""B""";PESQUISANDO;RUA SANTA CATARINA COM RUA SAO PAULO,;-22.527189;-41.952911;NÃO
UTC;"UNID. TRANSPORT. ""C""";PESQUISANDO;AREA DA PREFEITURA ENTRE A LINHA FÉRREA (RFFS/A) E O SESI,;-22.546581;-44.15725;NÃO
UTD;"UNID. TRANSPORT. ""D""";PESQUISANDO;AVENIDA ITAOCA,;-25.308661;-43.509939;NÃO
UTE;"UNID. TRANSPORT. ""E""";PESQUISANDO;RUA ALMIRANTE COCHRANE, 146;-22.919411;-43.225911;NÃO
UTF;"UNID. TRANSPORT. ""F""";PESQUISANDO;RUA ALMIRANTE COCHRANE, 146;-22.919411;-43.225911;NÃO
UTG;"UNID. TRANSPORT. ""G""";PESQUISANDO;RUA ALMIRANTE COCHRANE, 146;-22.919411;-43.225911;NÃO
UTH;"UNID. TRANSPORT. ""H""";PESQUISANDO;RUA 10, QUADRA T, S/N° - LOTE 7;-22.743831;-41.965631;NÃO
UTI;"UNID. TRANSPORT. ""I""";PESQUISANDO;RUA ALMIRANTE COCHRANE, 146;-22.919411;-43.225911;NÃO
UTJ;"UNID. TRANSPORT. ""J""";PESQUISANDO;RUA ALMIRANTE COCHRANE, 146;-22.919411;-43.225911;NÃO
UTK;"UNID. TRANSPORT. ""K""";PESQUISANDO;RUA ALMIRANTE COCHRANE, 146;-22.919411;-43.225911;NÃO
UTL;MÓVEL GARAGEM DA REDE GLOBO;PESQUISANDO;RUA BARÃO DE OLIVEIRA CASTRO;-22.931981;-43.228611;NÃO
UTM;"UNID. TRANSPORT. ""M""";PESQUISANDO;AVENIDA SERNANBETIBA ( RESTAURANTE PIT STOP ), 8000 - BARRA 8000;-23.010219;-43.36875;NÃO
UTN;"UNID. TRANSPORT. ""N""";PESQUISANDO;AVENIDA GERIBA, 15;-22.778581;-41.913611;NÃO
UTO;"UNID. TRANSPORT. ""O""";PESQUISANDO;ESTRADA DO CABORÊ, S/N°;-23.215111;-44.715028;NÃO
UTP;"UNID. TRANSPORT. ""P""";PESQUISANDO;RUA MARQUÊS DE SAPUCAÍ ENTRE OS CAMAROTES 7 E 7A;-22.963581;-43.171861;NÃO
UTQ;"UNID. TRANSPORT. ""Q""";PESQUISANDO;AVENIDA ATLÂNTICA PRÓXIMO A ESQ DA RUA BARÃO DE IPANEMA ( DEFRONTE AO Nº 3018 );-22.976131;-43.187689;NÃO
UTR;"UNID. TRANSPORT. ""R""";PESQUISANDO;AVENIDA PREFEITO CLÁUDIO RIBEIRO AO LADO DO Nº 120;-22.527;-41.945769;NÃO
UVA;UNIV. VEIGA DE ALMEIDA;PESQUISANDO;RUA IBITURUNA, 108 -;-22.911;-43.2203;NÃO
UVB;RIO DE JANEIRO - ITAÚ UNIBANCO SHOPPING VIA BRASIL;PESQUISANDO;RUA ITAPERA, 500 SHOPPING VIA BRASIL;-22.823108;-43.319731;NÃO
UVR;UNIMED VOLTA REDONDA;PESQUISANDO;ROD TANCREDO NEVES (ROD. DOS TRABALHADORES), 2500;-22.533164;-44.077831;NÃO
V01;RIO DE JANEIRO - RJO I23 - GVT;PESQUISANDO;RUA BARÃO DE ITAPAGIPE, 530;-22.923983;-43.219858;NÃO
V02;RIO DE JANEIRO - RJO B92 - GVT;PESQUISANDO;RUA APIÁ, 795;-22.840864;-43.303678;NÃO
V03;NITERÓI - NRI I07 - GVT;PESQUISANDO;RUA BARÃO DO AMAZONAS, 222;-22.885508;-43.120858;NÃO
V04;RIO DE JANEIRO - RJO  B03 - GVT;PESQUISANDO;RUA DOMINGOS LOPES, 554;-22.878031;-43.342861;NÃO
V05;RIO DE JANEIRO - RJO B43 - GVT;PESQUISANDO;RUA ANDIARA, 123;-22.873461;-43.262461;NÃO
V06;NITERÓI - NRI A11 - GVT;PESQUISANDO;RUA DOUTOR PAULO CÉSAR, 71;-22.898611;-43.109994;NÃO
V07;RIO DE JANEIRO - RJO B29 - GVT;PESQUISANDO;RUA LILAZES, 5;-22.881178;-43.358928;NÃO
V08;RIO DE JANEIRO - RJO B53 - GVT;PESQUISANDO;RUA ELEUTÉRIO MOTA, 465;-22.846033;-43.261947;NÃO
V09;DUQUE DE CAXIAS - DQX A03 - GVT;PESQUISANDO;RUA SAO JOAO BATISTA, 246;-22.790111;-43.3141;NÃO
V10;RIO DE JANEIRO - RJO A05 - GVT;PESQUISANDO;RUA VISCONDE DE OURO PRETO, 58;-22.945503;-43.184125;NÃO
V11;RIO DE JANEIRO - RJO B33 - GVT;PESQUISANDO;RUA AMARO CAVALCANTI , 1501;-22.895736;-43.290397;NÃO
V12;RIO DE JANEIRO - RJO A59 - GVT;PESQUISANDO;RUA MARQUÊS DE SÃO VICENTE, 29;-22.975078;-43.227142;NÃO
V13;NOVA IGUAÇU - NIU A17 - GVT;PESQUISANDO;RUA HERMIDA CERBINO, S/N;-22.758981;-43.457089;NÃO
V14;RIO DE JANEIRO - RJO B10 - GVT;PESQUISANDO;AVENIDA AFONSO DE TAUNAY, 470;-23.009367;-43.311931;NÃO
V15;RIO DE JANEIRO - RJO B20 - GVT;PESQUISANDO;RUA MARICÁ, 56;-22.892036;-43.346275;NÃO
V16;RIO DE JANEIRO - RJO B36 - GVT;PESQUISANDO;RUA DIAS DA CRUZ, 781;-22.903711;-43.295386;NÃO
V17;DUQUE DE CAXIAS - DQX A19 - GVT;PESQUISANDO;RUA PROFESSOR JOSÉ AURINO, 118;-22.778969;-43.304458;NÃO
V18;RIO DE JANEIRO - RJO B49 - GVT;PESQUISANDO;RUA FERNANDO ESQUERDO, 157;-22.882369;-43.262761;NÃO
V19;RIO DE JANEIRO - RJO B27 - GVT;PESQUISANDO;ESTRADA MAL. MIGUEL SALAZAR MENDES DE MORAIS, 321;-22.937797;-43.368592;NÃO
V20;NOVA IGUAÇU - NIU A12 - GVT;PESQUISANDO;RUA ANTONIO TEIXEIRA, 69;-22.753147;-43.442683;NÃO
V21;NOVA IGUAÇU - NIU A21 - GVT;PESQUISANDO;RUA ERNESTO MOREIRA, 83;-22.753189;-43.456242;NÃO
V22;RIO DE JANEIRO - RJO B31 - GVT;PESQUISANDO;RUA JOSÉ DOS REIS, 281;-22.892203;-43.29475;NÃO
V23;RIO DE JANEIRO - RJO B32 - GVT;PESQUISANDO;RUA SÃO BRAZ, 35;-22.8932;-43.286203;NÃO
V24;RIO DE JANEIRO - RJRJO_O1I11 - GVT;PESQUISANDO;RUA BARÃO DE MESQUITA, 424-B;-22.923681;-43.239686;NÃO
V25;NITERÓI - NRI I04 - GVT;PESQUISANDO;RUA EUZÉBIO DE QUEIROS, 15;-22.894936;-43.113083;NÃO
V26;NITERÓI - NRI I09 - GVT;PESQUISANDO;RUA MARECHAL DEODORO, 29;-22.889264;-43.122911;NÃO
V27;NITERÓI - NRI A09 - GVT;PESQUISANDO;RUA NORONHA TORREZÃO, 115;-22.896306;-43.100872;NÃO
V28;NITERÓI - NRI A15 - GVT;PESQUISANDO;AVENIDA VISCONDE DO RIO BRANCO, 569;-22.897778;-43.129797;NÃO
V29;RIO DE JANEIRO - RJO A01 - GVT;PESQUISANDO;RUA SAO CLEMENTE, 407;-22.951831;-43.195361;NÃO
V2I;MAGÉ - VILA CARVALHO - CO SITE;PESQUISANDO;LOTEAMENTO VILA CARVALHO, LOTE 42 QUADRA 39;-22.611631;-43.188;NÃO
V30;RIO DE JANEIRO - RJO B98 - GVT;PESQUISANDO;RUA DO DIÁLOGO, 16;-22.952211;-43.386683;NÃO
V31;RIO DE JANEIRO - RJO B08 - GVT;PESQUISANDO;AVENIDA BELISÁRIO LEITE DE ANDRADE NETO, 406;-23.011311;-43.307997;NÃO
V32;RIO DE JANEIRO - RJO B50 - GVT;PESQUISANDO;RUA SÃO GABRIEL, 855;-22.883433;-43.267892;NÃO
V33;CAMPOS DOS GOYTACAZES - CPS A05 - GVT;PESQUISANDO;RUA SÃO BARTOLOMEU, 206;-21.743719;-41.337347;NÃO
V34;CAMPOS DOS GOYTACAZES - CPS A01 - GVT;PESQUISANDO;RUA AFONSO PEREIRA CALDAS, 36;-21.740439;-41.352742;NÃO
V35;CAMPOS DOS GOYTACAZES - CPS A10 - GVT;PESQUISANDO;RUA ATILANO CRISOSTOMO, 121;-21.759858;-41.337314;NÃO
V36;RIO DE JANEIRO - RJO A35 - GVT;PESQUISANDO;RUA ALEXANDRE CALAZA, 114;-22.917686;-43.259636;NÃO
V37;RIO DE JANEIRO - RJO B44 - GVT;PESQUISANDO;RUA RODOLFO GALVÃO, 7;-22.879014;-43.258986;NÃO
V38;RIO DE JANEIRO - RJO B34 - GVT;PESQUISANDO;RUA PERNAMBUCO, 484;-22.898408;-43.297711;NÃO
V39;NITERÓI - NRI A40 - GVT;PESQUISANDO;RUA MANGARATIBA, 25;-22.897536;-43.103825;NÃO
V40;NITERÓI - NRI I01 - GVT;PESQUISANDO;RUA DA CONCEIÇÃO, 30;-22.893792;-43.122436;NÃO
V41;CAMPOS DOS GOYTACAZES - CPS A03 - GVT;PESQUISANDO;RUA PASTOR FIDELIS MORALES BITENCOUR, 261;-21.747725;-41.350558;NÃO
V43;CAMPOS DOS GOYTACAZES - CPS A20 - GVT;PESQUISANDO;RUA ARMANDO RITTER VIANA, 144;-21.761194;-41.306714;NÃO
V44;NITERÓI - NRI A16 - GVT;PESQUISANDO;RUA FAGUNDES VARELA, 283;-22.900072;-43.120511;NÃO
